1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -3.687644e-02 + i -1.040376e-02 ; 0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.241627e-06 + i -1.941256e-06 ; -1.338252e-02 + i -3.775540e-03 ; -1.338252e-02 + i -3.775540e-03 ; -6.843941e-03 + i -1.931025e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.684932e-03 + i -7.576662e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -4.661265e-03 + i -1.315238e-03 ; -2.743660e-03 + i -7.740545e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.176512e-03 + i -6.142282e-04 ; -9.068651e-04 + i -2.558491e-04 ; 0.000000e+00 + i -0.000000e+00 ; -4.661265e-03 + i -1.315238e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.743660e-03 + i -7.740545e-04 ; -2.176512e-03 + i -6.142282e-04 ; 0.000000e+00 + i -0.000000e+00 ; -9.068651e-04 + i -2.558491e-04 ; -3.271784e-03 + i -9.232316e-04 ; -2.074508e-03 + i -5.852700e-04 ; -2.074508e-03 + i -5.852700e-04 ; -1.781934e-03 + i -5.029081e-04 ; -7.710385e-04 + i -2.175290e-04 ; -7.710385e-04 + i -2.175290e-04 ; 
-1.338252e-02 + i -3.775540e-03 ; -1.338252e-02 + i -3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; -0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; -3.687644e-02 + i -1.040376e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; 6.482885e-03 + i 1.828982e-03 ; -3.748325e-03 + i -1.057495e-03 ; 2.483206e-03 + i 7.003935e-04 ; 2.074508e-03 + i 5.852700e-04 ; -7.600204e-04 + i -2.144206e-04 ; 1.630652e-03 + i 4.598670e-04 ; 1.133701e-02 + i 3.198452e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.160596e-03 + i 6.093772e-04 ; 2.743660e-03 + i 7.740545e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.822500e-03 + i 5.139920e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.715518e-03 + i 2.458683e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.343458e-02 + i 3.790047e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; 
-6.843941e-03 + i -1.931025e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.688791e-02 + i -7.585926e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.661265e-03 + i -1.315238e-03 ; 2.743660e-03 + i 7.740545e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.089233e-02 + i -3.073175e-03 ; 1.133701e-02 + i 3.198452e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.661265e-03 + i -1.315238e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.743660e-03 + i 7.740545e-04 ; -1.089233e-02 + i -3.073175e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.133701e-02 + i 3.198452e-03 ; -3.271784e-03 + i -9.232316e-04 ; 2.074508e-03 + i 5.852700e-04 ; 2.074508e-03 + i 5.852700e-04 ; -4.980893e-03 + i -1.405414e-03 ; 6.482885e-03 + i 1.828982e-03 ; 6.482885e-03 + i 1.828982e-03 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -3.687644e-02 + i -1.040376e-02 ; 0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.241627e-06 + i -1.941256e-06 ; -1.338252e-02 + i -3.775540e-03 ; -1.338252e-02 + i -3.775540e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.343458e-02 + i 3.790047e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.743660e-03 + i 7.740545e-04 ; 1.822500e-03 + i 5.139920e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.133701e-02 + i 3.198452e-03 ; 2.160596e-03 + i 6.093772e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.715518e-03 + i 2.458683e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.074508e-03 + i 5.852700e-04 ; 1.630652e-03 + i 4.598670e-04 ; -7.600204e-04 + i -2.144206e-04 ; 6.482885e-03 + i 1.828982e-03 ; 2.483206e-03 + i 7.003935e-04 ; -3.748325e-03 + i -1.057495e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -3.687644e-02 + i -1.040376e-02 ; -1.338252e-02 + i -3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; -1.338252e-02 + i -3.775540e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.343458e-02 + i 3.790047e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.715518e-03 + i 2.458683e-03 ; 2.743660e-03 + i 7.740545e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.822500e-03 + i 5.139920e-04 ; 1.133701e-02 + i 3.198452e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.160596e-03 + i 6.093772e-04 ; 2.074508e-03 + i 5.852700e-04 ; -7.600204e-04 + i -2.144206e-04 ; 1.630652e-03 + i 4.598670e-04 ; 6.482885e-03 + i 1.828982e-03 ; -3.748325e-03 + i -1.057495e-03 ; 2.483206e-03 + i 7.003935e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; -3.687644e-02 + i -1.040376e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; -1.338252e-02 + i -3.775540e-03 ; -1.338252e-02 + i -3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; 
-2.684932e-03 + i -7.576662e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.843941e-03 + i -1.931025e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.176512e-03 + i -6.142282e-04 ; 9.068651e-04 + i 2.558491e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.661265e-03 + i -1.315238e-03 ; 2.743660e-03 + i 7.740545e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.176512e-03 + i -6.142282e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.068651e-04 + i 2.558491e-04 ; -4.661265e-03 + i -1.315238e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.743660e-03 + i 7.740545e-04 ; -1.781934e-03 + i -5.029081e-04 ; 7.710385e-04 + i 2.175290e-04 ; 7.710385e-04 + i 2.175290e-04 ; -3.271784e-03 + i -9.232316e-04 ; 2.074508e-03 + i 5.852700e-04 ; 2.074508e-03 + i 5.852700e-04 ; -1.390752e-01 + i -3.923673e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 3.687644e-02 + i 1.040376e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.687644e-02 + i 1.040376e-02 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.241627e-06 + i -1.941256e-06 ; 1.338252e-02 + i 3.775540e-03 ; 1.338252e-02 + i 3.775540e-03 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.338162e-03 + i 3.773483e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.068651e-04 + i 2.558491e-04 ; 9.625225e-04 + i 2.713712e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.743660e-03 + i 7.740545e-04 ; 1.822500e-03 + i 5.139920e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.205680e-03 + i 3.399719e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.710385e-04 + i 2.175290e-04 ; 8.869478e-04 + i 2.500497e-04 ; -2.067381e-04 + i -5.832594e-05 ; 2.074508e-03 + i 5.852700e-04 ; 1.630652e-03 + i 4.598670e-04 ; -7.600204e-04 + i -2.144206e-04 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.687644e-02 + i 1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.338252e-02 + i 3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; -1.338252e-02 + i -3.775540e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -3.687644e-02 + i -1.040376e-02 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.338162e-03 + i 3.773483e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.205680e-03 + i 3.399719e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; 9.068651e-04 + i 2.558491e-04 ; 0.000000e+00 + i -0.000000e+00 ; 9.625225e-04 + i 2.713712e-04 ; 2.743660e-03 + i 7.740545e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.822500e-03 + i 5.139920e-04 ; 7.710385e-04 + i 2.175290e-04 ; -2.067381e-04 + i -5.832594e-05 ; 8.869478e-04 + i 2.500497e-04 ; 2.074508e-03 + i 5.852700e-04 ; -7.600204e-04 + i -2.144206e-04 ; 1.630652e-03 + i 4.598670e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; 3.687644e-02 + i 1.040376e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; 1.338252e-02 + i 3.775540e-03 ; -1.338252e-02 + i -3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; 0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; 
-4.661265e-03 + i -1.315238e-03 ; -2.743660e-03 + i -7.740545e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.089233e-02 + i -3.073175e-03 ; -1.133701e-02 + i -3.198452e-03 ; -0.000000e+00 + i -0.000000e+00 ; -6.843941e-03 + i -1.931025e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.688791e-02 + i -7.585926e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.271784e-03 + i -9.232316e-04 ; -2.074508e-03 + i -5.852700e-04 ; 2.074508e-03 + i 5.852700e-04 ; -4.980893e-03 + i -1.405414e-03 ; -6.482885e-03 + i -1.828982e-03 ; 6.482885e-03 + i 1.828982e-03 ; -4.661265e-03 + i -1.315238e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.743660e-03 + i 7.740545e-04 ; -1.089233e-02 + i -3.073175e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.133701e-02 + i 3.198452e-03 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 3.687644e-02 + i 1.040376e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.241627e-06 + i -1.941256e-06 ; 1.338252e-02 + i 3.775540e-03 ; -1.338252e-02 + i -3.775540e-03 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; 
-2.743660e-03 + i -7.740545e-04 ; 1.822500e-03 + i 5.139920e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.133701e-02 + i -3.198452e-03 ; 2.160596e-03 + i 6.093772e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.343458e-02 + i 3.790047e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.074508e-03 + i -5.852700e-04 ; 1.630652e-03 + i 4.598670e-04 ; 7.600204e-04 + i 2.144206e-04 ; -6.482885e-03 + i -1.828982e-03 ; 2.483206e-03 + i 7.003935e-04 ; 3.748325e-03 + i 1.057495e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.715518e-03 + i 2.458683e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.687644e-02 + i 1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 3.687644e-02 + i 1.040376e-02 ; 1.338252e-02 + i 3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; 1.338252e-02 + i 3.775540e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.715518e-03 + i 2.458683e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.343458e-02 + i 3.790047e-03 ; 2.074508e-03 + i 5.852700e-04 ; 7.600204e-04 + i 2.144206e-04 ; 1.630652e-03 + i 4.598670e-04 ; 6.482885e-03 + i 1.828982e-03 ; 3.748325e-03 + i 1.057495e-03 ; 2.483206e-03 + i 7.003935e-04 ; 2.743660e-03 + i 7.740545e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.822500e-03 + i 5.139920e-04 ; 1.133701e-02 + i 3.198452e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.160596e-03 + i 6.093772e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; 0.000000e+00 + i -0.000000e+00 ; 3.687644e-02 + i 1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; -1.338252e-02 + i -3.775540e-03 ; 1.338252e-02 + i 3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; -3.687644e-02 + i -1.040376e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 
-2.176512e-03 + i -6.142282e-04 ; -9.068651e-04 + i -2.558491e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.661265e-03 + i -1.315238e-03 ; -2.743660e-03 + i -7.740545e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.684932e-03 + i -7.576662e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.843941e-03 + i -1.931025e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.781934e-03 + i -5.029081e-04 ; -7.710385e-04 + i -2.175290e-04 ; 7.710385e-04 + i 2.175290e-04 ; -3.271784e-03 + i -9.232316e-04 ; -2.074508e-03 + i -5.852700e-04 ; 2.074508e-03 + i 5.852700e-04 ; -2.176512e-03 + i -6.142282e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.068651e-04 + i 2.558491e-04 ; -4.661265e-03 + i -1.315238e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.743660e-03 + i 7.740545e-04 ; -1.229980e-02 + i -3.470259e-03 ; -3.687644e-02 + i -1.040376e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.241627e-06 + i -1.941256e-06 ; -1.338252e-02 + i -3.775540e-03 ; 1.338252e-02 + i 3.775540e-03 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.687644e-02 + i 1.040376e-02 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-9.068651e-04 + i -2.558491e-04 ; 9.625225e-04 + i 2.713712e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.743660e-03 + i -7.740545e-04 ; 1.822500e-03 + i 5.139920e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.338162e-03 + i 3.773483e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.416058e-03 + i 9.635743e-04 ; -0.000000e+00 + i -0.000000e+00 ; -7.710385e-04 + i -2.175290e-04 ; 8.869478e-04 + i 2.500497e-04 ; 2.067381e-04 + i 5.832594e-05 ; -2.074508e-03 + i -5.852700e-04 ; 1.630652e-03 + i 4.598670e-04 ; 7.600204e-04 + i 2.144206e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.205680e-03 + i 3.399719e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.827672e-03 + i 7.975760e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.687644e-02 + i -1.040376e-02 ; -1.229980e-02 + i -3.470259e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.390752e-01 + i -3.923673e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.291218e+00 + i 8.215960e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.338252e-02 + i -3.775540e-03 ; -6.241627e-06 + i -1.941256e-06 ; 1.338252e-02 + i 3.775540e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.229980e-02 + i -3.470259e-03 ; 3.687644e-02 + i 1.040376e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.457664e-02 + i 6.933497e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.952131e-02 + i 1.961350e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
