2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -2.224496e-01 + i -8.616240e-02 ; 0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.047545e-04 + i -4.603769e-05 ; -8.073304e-02 + i -3.127069e-02 ; -8.073304e-02 + i -3.127069e-02 ; -4.134259e-02 + i -1.601887e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.624020e-02 + i -6.295849e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.817027e-02 + i -1.091678e-02 ; -1.655816e-02 + i -6.413549e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.317050e-02 + i -5.106846e-03 ; -5.475507e-03 + i -2.120854e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.817027e-02 + i -1.091678e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.655816e-02 + i -6.413549e-03 ; -1.317050e-02 + i -5.106846e-03 ; 0.000000e+00 + i -0.000000e+00 ; -5.475507e-03 + i -2.120854e-03 ; -1.978383e-02 + i -7.668422e-03 ; -1.252068e-02 + i -4.849691e-03 ; -1.252068e-02 + i -4.849691e-03 ; -1.078788e-02 + i -4.183974e-03 ; -4.655739e-03 + i -1.803330e-03 ; -4.655739e-03 + i -1.803330e-03 ; 
-8.073304e-02 + i -3.127069e-02 ; -8.073304e-02 + i -3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; -0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; -2.224496e-01 + i -8.616240e-02 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; 3.911500e-02 + i 1.515059e-02 ; -2.261581e-02 + i -8.759883e-03 ; 1.493100e-02 + i 5.777829e-03 ; 1.252068e-02 + i 4.849691e-03 ; -4.587098e-03 + i -1.776741e-03 ; 9.804781e-03 + i 3.792272e-03 ; 6.839790e-02 + i 2.649287e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.297726e-02 + i 5.021077e-03 ; 1.655816e-02 + i 6.413549e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.095966e-02 + i 4.239594e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.252408e-02 + i 2.033893e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.097987e-02 + i 3.136083e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; 
-4.134259e-02 + i -1.601887e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622745e-01 + i -6.285996e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.817027e-02 + i -1.091678e-02 ; 1.655816e-02 + i 6.413549e-03 ; -0.000000e+00 + i -0.000000e+00 ; -6.577297e-02 + i -2.548160e-02 ; 6.839790e-02 + i 2.649287e-02 ; -0.000000e+00 + i -0.000000e+00 ; -2.817027e-02 + i -1.091678e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.655816e-02 + i 6.413549e-03 ; -6.577297e-02 + i -2.548160e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.839790e-02 + i 2.649287e-02 ; -1.978383e-02 + i -7.668422e-03 ; 1.252068e-02 + i 4.849691e-03 ; 1.252068e-02 + i 4.849691e-03 ; -3.010423e-02 + i -1.166587e-02 ; 3.911500e-02 + i 1.515059e-02 ; 3.911500e-02 + i 1.515059e-02 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -2.224496e-01 + i -8.616240e-02 ; 0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.047545e-04 + i -4.603769e-05 ; -8.073304e-02 + i -3.127069e-02 ; -8.073304e-02 + i -3.127069e-02 ; 
-0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.097987e-02 + i 3.136083e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.655816e-02 + i 6.413549e-03 ; 1.095966e-02 + i 4.239594e-03 ; 0.000000e+00 + i -0.000000e+00 ; 6.839790e-02 + i 2.649287e-02 ; 1.297726e-02 + i 5.021077e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.252408e-02 + i 2.033893e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.252068e-02 + i 4.849691e-03 ; 9.804781e-03 + i 3.792272e-03 ; -4.587098e-03 + i -1.776741e-03 ; 3.911500e-02 + i 1.515059e-02 ; 1.493100e-02 + i 5.777829e-03 ; -2.261581e-02 + i -8.759883e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; 0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -2.224496e-01 + i -8.616240e-02 ; -8.073304e-02 + i -3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; -8.073304e-02 + i -3.127069e-02 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.097987e-02 + i 3.136083e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.252408e-02 + i 2.033893e-02 ; 1.655816e-02 + i 6.413549e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.095966e-02 + i 4.239594e-03 ; 6.839790e-02 + i 2.649287e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.297726e-02 + i 5.021077e-03 ; 1.252068e-02 + i 4.849691e-03 ; -4.587098e-03 + i -1.776741e-03 ; 9.804781e-03 + i 3.792272e-03 ; 3.911500e-02 + i 1.515059e-02 ; -2.261581e-02 + i -8.759883e-03 ; 1.493100e-02 + i 5.777829e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; -2.224496e-01 + i -8.616240e-02 ; 0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; -8.073304e-02 + i -3.127069e-02 ; -8.073304e-02 + i -3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; 
-1.624020e-02 + i -6.295849e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.134259e-02 + i -1.601887e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.317050e-02 + i -5.106846e-03 ; 5.475507e-03 + i 2.120854e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.817027e-02 + i -1.091678e-02 ; 1.655816e-02 + i 6.413549e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.317050e-02 + i -5.106846e-03 ; -0.000000e+00 + i -0.000000e+00 ; 5.475507e-03 + i 2.120854e-03 ; -2.817027e-02 + i -1.091678e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.655816e-02 + i 6.413549e-03 ; -1.078788e-02 + i -4.183974e-03 ; 4.655739e-03 + i 1.803330e-03 ; 4.655739e-03 + i 1.803330e-03 ; -1.978383e-02 + i -7.668422e-03 ; 1.252068e-02 + i 4.849691e-03 ; 1.252068e-02 + i 4.849691e-03 ; -8.390003e-01 + i -3.249792e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 2.224496e-01 + i 8.616240e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.224496e-01 + i 8.616240e-02 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.047545e-04 + i -4.603769e-05 ; 8.073304e-02 + i 3.127069e-02 ; 8.073304e-02 + i 3.127069e-02 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 8.048868e-03 + i 3.112150e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; 5.475507e-03 + i 2.120854e-03 ; 5.782492e-03 + i 2.234305e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.655816e-02 + i 6.413549e-03 ; 1.095966e-02 + i 4.239594e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.250636e-03 + i 2.802968e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.655739e-03 + i 1.803330e-03 ; 5.327558e-03 + i 2.058094e-03 ; -1.248341e-03 + i -4.835257e-04 ; 1.252068e-02 + i 4.849691e-03 ; 9.804781e-03 + i 3.792272e-03 ; -4.587098e-03 + i -1.776741e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; 2.224496e-01 + i 8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; 8.073304e-02 + i 3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; -8.073304e-02 + i -3.127069e-02 ; 0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -2.224496e-01 + i -8.616240e-02 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.048868e-03 + i 3.112150e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.250636e-03 + i 2.802968e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; 5.475507e-03 + i 2.120854e-03 ; 0.000000e+00 + i -0.000000e+00 ; 5.782492e-03 + i 2.234305e-03 ; 1.655816e-02 + i 6.413549e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.095966e-02 + i 4.239594e-03 ; 4.655739e-03 + i 1.803330e-03 ; -1.248341e-03 + i -4.835257e-04 ; 5.327558e-03 + i 2.058094e-03 ; 1.252068e-02 + i 4.849691e-03 ; -4.587098e-03 + i -1.776741e-03 ; 9.804781e-03 + i 3.792272e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; 2.224496e-01 + i 8.616240e-02 ; 0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; 8.073304e-02 + i 3.127069e-02 ; -8.073304e-02 + i -3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; 0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; 
-2.817027e-02 + i -1.091678e-02 ; -1.655816e-02 + i -6.413549e-03 ; -0.000000e+00 + i -0.000000e+00 ; -6.577297e-02 + i -2.548160e-02 ; -6.839790e-02 + i -2.649287e-02 ; -0.000000e+00 + i -0.000000e+00 ; -4.134259e-02 + i -1.601887e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622745e-01 + i -6.285996e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.978383e-02 + i -7.668422e-03 ; -1.252068e-02 + i -4.849691e-03 ; 1.252068e-02 + i 4.849691e-03 ; -3.010423e-02 + i -1.166587e-02 ; -3.911500e-02 + i -1.515059e-02 ; 3.911500e-02 + i 1.515059e-02 ; -2.817027e-02 + i -1.091678e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.655816e-02 + i 6.413549e-03 ; -6.577297e-02 + i -2.548160e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.839790e-02 + i 2.649287e-02 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 2.224496e-01 + i 8.616240e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.047545e-04 + i -4.603769e-05 ; 8.073304e-02 + i 3.127069e-02 ; -8.073304e-02 + i -3.127069e-02 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; 
-1.655816e-02 + i -6.413549e-03 ; 1.095966e-02 + i 4.239594e-03 ; -0.000000e+00 + i -0.000000e+00 ; -6.839790e-02 + i -2.649287e-02 ; 1.297726e-02 + i 5.021077e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.097987e-02 + i 3.136083e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.252068e-02 + i -4.849691e-03 ; 9.804781e-03 + i 3.792272e-03 ; 4.587098e-03 + i 1.776741e-03 ; -3.911500e-02 + i -1.515059e-02 ; 1.493100e-02 + i 5.777829e-03 ; 2.261581e-02 + i 8.759883e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.252408e-02 + i 2.033893e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; -0.000000e+00 + i -0.000000e+00 ; 2.224496e-01 + i 8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 2.224496e-01 + i 8.616240e-02 ; 8.073304e-02 + i 3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; 8.073304e-02 + i 3.127069e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.252408e-02 + i 2.033893e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.097987e-02 + i 3.136083e-02 ; 1.252068e-02 + i 4.849691e-03 ; 4.587098e-03 + i 1.776741e-03 ; 9.804781e-03 + i 3.792272e-03 ; 3.911500e-02 + i 1.515059e-02 ; 2.261581e-02 + i 8.759883e-03 ; 1.493100e-02 + i 5.777829e-03 ; 1.655816e-02 + i 6.413549e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.095966e-02 + i 4.239594e-03 ; 6.839790e-02 + i 2.649287e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.297726e-02 + i 5.021077e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; 0.000000e+00 + i -0.000000e+00 ; 2.224496e-01 + i 8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; -8.073304e-02 + i -3.127069e-02 ; 8.073304e-02 + i 3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; -2.224496e-01 + i -8.616240e-02 ; 0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 
-1.317050e-02 + i -5.106846e-03 ; -5.475507e-03 + i -2.120854e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.817027e-02 + i -1.091678e-02 ; -1.655816e-02 + i -6.413549e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.624020e-02 + i -6.295849e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.134259e-02 + i -1.601887e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.078788e-02 + i -4.183974e-03 ; -4.655739e-03 + i -1.803330e-03 ; 4.655739e-03 + i 1.803330e-03 ; -1.978383e-02 + i -7.668422e-03 ; -1.252068e-02 + i -4.849691e-03 ; 1.252068e-02 + i 4.849691e-03 ; -1.317050e-02 + i -5.106846e-03 ; -0.000000e+00 + i -0.000000e+00 ; 5.475507e-03 + i 2.120854e-03 ; -2.817027e-02 + i -1.091678e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.655816e-02 + i 6.413549e-03 ; -7.427861e-02 + i -2.877613e-02 ; -2.224496e-01 + i -8.616240e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.047545e-04 + i -4.603769e-05 ; -8.073304e-02 + i -3.127069e-02 ; 8.073304e-02 + i 3.127069e-02 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.224496e-01 + i 8.616240e-02 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-5.475507e-03 + i -2.120854e-03 ; 5.782492e-03 + i 2.234305e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.655816e-02 + i -6.413549e-03 ; 1.095966e-02 + i 4.239594e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.048868e-03 + i 3.112150e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.057274e-02 + i 7.963074e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.655739e-03 + i -1.803330e-03 ; 5.327558e-03 + i 2.058094e-03 ; 1.248341e-03 + i 4.835257e-04 ; -1.252068e-02 + i -4.849691e-03 ; 9.804781e-03 + i 3.792272e-03 ; 4.587098e-03 + i 1.776741e-03 ; -0.000000e+00 + i -0.000000e+00 ; 7.250636e-03 + i 2.802968e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.702593e-02 + i 6.589274e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.224496e-01 + i -8.616240e-02 ; -7.427861e-02 + i -2.877613e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.390003e-01 + i -3.249792e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.756177e+00 + i 6.802223e-01 ; -0.000000e+00 + i -0.000000e+00 ; -8.073304e-02 + i -3.127069e-02 ; -1.047545e-04 + i -4.603769e-05 ; 8.073304e-02 + i 3.127069e-02 ; -0.000000e+00 + i -0.000000e+00 ; -7.427861e-02 + i -2.877613e-02 ; 2.224496e-01 + i 8.616240e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.481710e-01 + i 5.738626e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.192258e-01 + i 1.623752e-01 ; -0.000000e+00 + i -0.000000e+00 ; 
