1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -4.302060e-02 + i -9.167767e-03 ; 0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.664246e-06 + i -1.852701e-06 ; -1.561228e-02 + i -3.327004e-03 ; -1.561228e-02 + i -3.327004e-03 ; -7.984576e-03 + i -1.701747e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.132539e-03 + i -6.677690e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.438202e-03 + i -1.159110e-03 ; -3.200836e-03 + i -6.821039e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.539393e-03 + i -5.413686e-04 ; -1.057990e-03 + i -2.254595e-04 ; 0.000000e+00 + i -0.000000e+00 ; -5.438202e-03 + i -1.159110e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.200836e-03 + i -6.821039e-04 ; -2.539393e-03 + i -5.413686e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.057990e-03 + i -2.254595e-04 ; -3.817188e-03 + i -8.136690e-04 ; -2.420188e-03 + i -5.157463e-04 ; -2.420188e-03 + i -5.157463e-04 ; -2.079060e-03 + i -4.432708e-04 ; -8.995299e-04 + i -1.916914e-04 ; -8.995299e-04 + i -1.916914e-04 ; 
-1.561228e-02 + i -3.327004e-03 ; -1.561228e-02 + i -3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; -0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; -4.302060e-02 + i -9.167767e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; 7.563076e-03 + i 1.611705e-03 ; -4.372877e-03 + i -9.318679e-04 ; 2.896663e-03 + i 6.170647e-04 ; 2.420188e-03 + i 5.157463e-04 ; -8.866643e-04 + i -1.889497e-04 ; 1.902151e-03 + i 4.051325e-04 ; 1.322598e-02 + i 2.818480e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.520260e-03 + i 5.368524e-04 ; 3.200836e-03 + i 6.821039e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.125951e-03 + i 4.528245e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.016736e-02 + i 2.166463e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.567263e-02 + i 3.339646e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; 
-7.984576e-03 + i -1.701747e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.136828e-02 + i -6.684857e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.438202e-03 + i -1.159110e-03 ; 3.200836e-03 + i 6.821039e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.270753e-02 + i -2.708217e-03 ; 1.322598e-02 + i 2.818480e-03 ; -0.000000e+00 + i -0.000000e+00 ; -5.438202e-03 + i -1.159110e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.200836e-03 + i 6.821039e-04 ; -1.270753e-02 + i -2.708217e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.322598e-02 + i 2.818480e-03 ; -3.817188e-03 + i -8.136690e-04 ; 2.420188e-03 + i 5.157463e-04 ; 2.420188e-03 + i 5.157463e-04 ; -5.811118e-03 + i -1.238579e-03 ; 7.563076e-03 + i 1.611705e-03 ; 7.563076e-03 + i 1.611705e-03 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -4.302060e-02 + i -9.167767e-03 ; 0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.664246e-06 + i -1.852701e-06 ; -1.561228e-02 + i -3.327004e-03 ; -1.561228e-02 + i -3.327004e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.567263e-02 + i 3.339646e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.200836e-03 + i 6.821039e-04 ; 2.125951e-03 + i 4.528245e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.322598e-02 + i 2.818480e-03 ; 2.520260e-03 + i 5.368524e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.016736e-02 + i 2.166463e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.420188e-03 + i 5.157463e-04 ; 1.902151e-03 + i 4.051325e-04 ; -8.866643e-04 + i -1.889497e-04 ; 7.563076e-03 + i 1.611705e-03 ; 2.896663e-03 + i 6.170647e-04 ; -4.372877e-03 + i -9.318679e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; 0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -4.302060e-02 + i -9.167767e-03 ; -1.561228e-02 + i -3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; -1.561228e-02 + i -3.327004e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.567263e-02 + i 3.339646e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.016736e-02 + i 2.166463e-03 ; 3.200836e-03 + i 6.821039e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.125951e-03 + i 4.528245e-04 ; 1.322598e-02 + i 2.818480e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.520260e-03 + i 5.368524e-04 ; 2.420188e-03 + i 5.157463e-04 ; -8.866643e-04 + i -1.889497e-04 ; 1.902151e-03 + i 4.051325e-04 ; 7.563076e-03 + i 1.611705e-03 ; -4.372877e-03 + i -9.318679e-04 ; 2.896663e-03 + i 6.170647e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; -4.302060e-02 + i -9.167767e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; -1.561228e-02 + i -3.327004e-03 ; -1.561228e-02 + i -3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; 
-3.132539e-03 + i -6.677690e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.984576e-03 + i -1.701747e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.539393e-03 + i -5.413686e-04 ; 1.057990e-03 + i 2.254595e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.438202e-03 + i -1.159110e-03 ; 3.200836e-03 + i 6.821039e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.539393e-03 + i -5.413686e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.057990e-03 + i 2.254595e-04 ; -5.438202e-03 + i -1.159110e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.200836e-03 + i 6.821039e-04 ; -2.079060e-03 + i -4.432708e-04 ; 8.995299e-04 + i 1.916914e-04 ; 8.995299e-04 + i 1.916914e-04 ; -3.817188e-03 + i -8.136690e-04 ; 2.420188e-03 + i 5.157463e-04 ; 2.420188e-03 + i 5.157463e-04 ; -1.622475e-01 + i -3.457545e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 4.302060e-02 + i 9.167767e-03 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.302060e-02 + i 9.167767e-03 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.664246e-06 + i -1.852701e-06 ; 1.561228e-02 + i 3.327004e-03 ; 1.561228e-02 + i 3.327004e-03 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.560974e-03 + i 3.324269e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.057990e-03 + i 2.254595e-04 ; 1.122745e-03 + i 2.390397e-04 ; 0.000000e+00 + i -0.000000e+00 ; 3.200836e-03 + i 6.821039e-04 ; 2.125951e-03 + i 4.528245e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.406423e-03 + i 2.994920e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; 8.995299e-04 + i 1.916914e-04 ; 1.034584e-03 + i 2.202524e-04 ; -2.411904e-04 + i -5.139811e-05 ; 2.420188e-03 + i 5.157463e-04 ; 1.902151e-03 + i 4.051325e-04 ; -8.866643e-04 + i -1.889497e-04 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.302060e-02 + i 9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.561228e-02 + i 3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; -1.561228e-02 + i -3.327004e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -4.302060e-02 + i -9.167767e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.560974e-03 + i 3.324269e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.406423e-03 + i 2.994920e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; 1.057990e-03 + i 2.254595e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.122745e-03 + i 2.390397e-04 ; 3.200836e-03 + i 6.821039e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.125951e-03 + i 4.528245e-04 ; 8.995299e-04 + i 1.916914e-04 ; -2.411904e-04 + i -5.139811e-05 ; 1.034584e-03 + i 2.202524e-04 ; 2.420188e-03 + i 5.157463e-04 ; -8.866643e-04 + i -1.889497e-04 ; 1.902151e-03 + i 4.051325e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; 4.302060e-02 + i 9.167767e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; 1.561228e-02 + i 3.327004e-03 ; -1.561228e-02 + i -3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; 0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; 
-5.438202e-03 + i -1.159110e-03 ; -3.200836e-03 + i -6.821039e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.270753e-02 + i -2.708217e-03 ; -1.322598e-02 + i -2.818480e-03 ; -0.000000e+00 + i -0.000000e+00 ; -7.984576e-03 + i -1.701747e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.136828e-02 + i -6.684857e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.817188e-03 + i -8.136690e-04 ; -2.420188e-03 + i -5.157463e-04 ; 2.420188e-03 + i 5.157463e-04 ; -5.811118e-03 + i -1.238579e-03 ; -7.563076e-03 + i -1.611705e-03 ; 7.563076e-03 + i 1.611705e-03 ; -5.438202e-03 + i -1.159110e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.200836e-03 + i 6.821039e-04 ; -1.270753e-02 + i -2.708217e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.322598e-02 + i 2.818480e-03 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 4.302060e-02 + i 9.167767e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.664246e-06 + i -1.852701e-06 ; 1.561228e-02 + i 3.327004e-03 ; -1.561228e-02 + i -3.327004e-03 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; 
-3.200836e-03 + i -6.821039e-04 ; 2.125951e-03 + i 4.528245e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.322598e-02 + i -2.818480e-03 ; 2.520260e-03 + i 5.368524e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.567263e-02 + i 3.339646e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.420188e-03 + i -5.157463e-04 ; 1.902151e-03 + i 4.051325e-04 ; 8.866643e-04 + i 1.889497e-04 ; -7.563076e-03 + i -1.611705e-03 ; 2.896663e-03 + i 6.170647e-04 ; 4.372877e-03 + i 9.318679e-04 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.016736e-02 + i 2.166463e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.302060e-02 + i 9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 4.302060e-02 + i 9.167767e-03 ; 1.561228e-02 + i 3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; 1.561228e-02 + i 3.327004e-03 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.016736e-02 + i 2.166463e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.567263e-02 + i 3.339646e-03 ; 2.420188e-03 + i 5.157463e-04 ; 8.866643e-04 + i 1.889497e-04 ; 1.902151e-03 + i 4.051325e-04 ; 7.563076e-03 + i 1.611705e-03 ; 4.372877e-03 + i 9.318679e-04 ; 2.896663e-03 + i 6.170647e-04 ; 3.200836e-03 + i 6.821039e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.125951e-03 + i 4.528245e-04 ; 1.322598e-02 + i 2.818480e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.520260e-03 + i 5.368524e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; 0.000000e+00 + i -0.000000e+00 ; 4.302060e-02 + i 9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; -1.561228e-02 + i -3.327004e-03 ; 1.561228e-02 + i 3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; -4.302060e-02 + i -9.167767e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 
-2.539393e-03 + i -5.413686e-04 ; -1.057990e-03 + i -2.254595e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.438202e-03 + i -1.159110e-03 ; -3.200836e-03 + i -6.821039e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.132539e-03 + i -6.677690e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.984576e-03 + i -1.701747e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.079060e-03 + i -4.432708e-04 ; -8.995299e-04 + i -1.916914e-04 ; 8.995299e-04 + i 1.916914e-04 ; -3.817188e-03 + i -8.136690e-04 ; -2.420188e-03 + i -5.157463e-04 ; 2.420188e-03 + i 5.157463e-04 ; -2.539393e-03 + i -5.413686e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.057990e-03 + i 2.254595e-04 ; -5.438202e-03 + i -1.159110e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.200836e-03 + i 6.821039e-04 ; -1.434960e-02 + i -3.058144e-03 ; -4.302060e-02 + i -9.167767e-03 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.664246e-06 + i -1.852701e-06 ; -1.561228e-02 + i -3.327004e-03 ; 1.561228e-02 + i 3.327004e-03 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.302060e-02 + i 9.167767e-03 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-1.057990e-03 + i -2.254595e-04 ; 1.122745e-03 + i 2.390397e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.200836e-03 + i -6.821039e-04 ; 2.125951e-03 + i 4.528245e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.560974e-03 + i 3.324269e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.985021e-03 + i 8.489958e-04 ; -0.000000e+00 + i -0.000000e+00 ; -8.995299e-04 + i -1.916914e-04 ; 1.034584e-03 + i 2.202524e-04 ; 2.411904e-04 + i 5.139811e-05 ; -2.420188e-03 + i -5.157463e-04 ; 1.902151e-03 + i 4.051325e-04 ; 8.866643e-04 + i 1.889497e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.406423e-03 + i 2.994920e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.298615e-03 + i 7.027213e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.302060e-02 + i -9.167767e-03 ; -1.434960e-02 + i -3.058144e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.622475e-01 + i -3.457545e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.339736e+00 + i 7.239817e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.561228e-02 + i -3.327004e-03 ; -7.664246e-06 + i -1.852701e-06 ; 1.561228e-02 + i 3.327004e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.434960e-02 + i -3.058144e-03 ; 4.302060e-02 + i 9.167767e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.867100e-02 + i 6.109622e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.110378e-02 + i 1.728314e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
